,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,income_to_debt,late_payment_flag,"age_group_(30, 40]","age_group_(40, 50]","age_group_(50, 60]","age_group_(60, 100]",SeriousDlqin2yrs,default_probability,risk_score
33639,0.184523482,72,0,0.307290154,3442.0,17,0,0,0,0.0,2632.927349348032,0,False,False,False,True,0,0.02,2.0
11076,0.043294693,81,0,0.010996335,3000.0,3,0,0,0,0.0,2967.3698075275415,0,False,False,False,True,0,0.0,0.0
91366,0.9999999,56,0,0.538362347,3101.0,5,2,1,0,0.0,2015.7799663046485,0,False,False,True,False,0,0.36,36.0
71846,0.165401778,68,0,0.392121349,4416.0,9,0,1,0,0.0,3172.1372588475406,0,False,False,False,True,0,0.03,3.0
88649,0.0,48,0,5.0,5400.0,8,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
54487,0.402024265,54,0,0.706083976,3500.0,11,0,1,0,2.0,2051.48166751201,0,False,False,True,False,0,0.04,4.0
121193,0.029537304,60,0,0.664558914,6483.0,17,0,2,0,1.0,3894.7254707982056,0,False,False,True,False,0,0.02,2.0
137575,0.010761033,36,0,0.187635394,6000.0,15,0,1,0,0.0,5052.055563780209,0,True,False,False,False,0,0.01,1.0
122120,0.306518401,46,2,0.279025997,8500.0,9,0,1,0,0.0,6645.681964195447,1,False,True,False,False,0,0.07,7.0
63439,0.9999999,70,0,0.193097998,7591.0,5,0,0,0,0.0,6362.427908457525,0,False,False,False,True,0,0.05,5.0
107000,0.685529647,56,0,0.804170122,8440.0,15,0,3,0,0.0,4678.051086803222,0,False,False,True,False,0,0.11,11.0
147900,0.024950966,36,0,0.390630468,20000.0,13,0,3,0,1.0,14381.96592137373,0,True,False,False,False,0,0.07,7.0
70303,0.188844858,61,3,0.624159707,4908.0,11,0,3,0,0.0,3021.8703116737274,1,False,False,False,True,0,0.21,21.0
76100,0.114629568,51,0,5.0,5400.0,5,0,0,0,4.0,900.0,0,False,False,True,False,0,0.01,1.0
59784,0.052094791,68,0,0.002678093,5600.0,5,0,0,0,0.0,5585.042736143632,0,False,False,False,True,1,0.0,0.0
144120,0.761238761,25,0,0.047569804,2900.0,3,0,0,0,0.0,2768.3119434397136,0,False,False,False,False,0,0.11,11.0
34751,0.003294251,56,0,0.233721132,5758.0,9,0,1,0,1.0,4667.181140575616,0,False,False,True,False,0,0.0,0.0
42615,0.021155757,40,0,0.272104181,5835.0,5,0,2,0,0.0,4586.888469632347,0,True,False,False,False,0,0.01,1.0
106060,0.9999999,42,98,0.0,3200.0,0,98,0,98,1.0,3200.0,1,False,True,False,False,1,0.46,46.0
103608,0.3246837,53,1,0.266967457,10416.0,14,0,1,0,0.0,8221.205637486235,1,False,False,True,False,0,0.06,6.0
80713,0.9999999,44,1,0.455450127,4320.0,4,1,1,0,0.0,2968.153920123984,1,False,True,False,False,0,0.43,43.0
77560,0.9999999,39,0,0.0,1500.0,0,0,0,0,5.0,1500.0,0,True,False,False,False,0,0.26,26.0
102344,0.707191235,58,0,5.0,5400.0,11,0,3,0,2.0,900.0,0,False,False,True,False,0,0.03,3.0
74157,0.454534629,44,0,1.075231192,4000.0,8,0,1,0,4.0,1927.4960859397106,0,False,True,False,False,1,0.05,5.0
139676,0.0,70,0,0.432240437,1829.0,10,0,2,0,0.0,1277.02022143088,0,False,False,False,True,0,0.0,0.0
99256,0.399520096,50,0,0.817891374,1877.0,12,0,1,0,0.0,1032.5149383760704,0,False,True,False,False,0,0.17,17.0
72357,0.249111859,79,0,0.320100726,6750.0,13,0,1,0,0.0,5113.2461842157945,0,False,False,False,True,0,0.03,3.0
136685,0.004524365,41,1,0.001066382,3750.0,4,0,0,0,3.0,3746.0053273470126,1,False,True,False,False,0,0.01,1.0
80672,0.050394961,53,0,0.42284264,5909.0,4,0,2,0,3.0,4152.953976695553,0,False,False,True,False,0,0.01,1.0
198,0.114869499,35,0,5.0,5400.0,6,0,0,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
61344,0.165700742,61,1,0.397802028,12920.0,24,0,3,0,0.0,9243.082883837395,1,False,False,False,True,0,0.05,5.0
50089,0.028999597,65,0,5.0,5400.0,12,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
41536,0.06910538,45,0,0.463907219,5000.0,12,0,3,0,2.0,3415.5170048382693,0,False,True,False,False,0,0.0,0.0
70252,0.338632782,69,2,0.293250582,9022.0,23,0,0,0,0.0,6976.219555260173,1,False,False,False,True,0,0.1,10.0
131012,0.019196807,63,0,0.13290263,2166.0,8,0,0,0,0.0,1911.9030556050523,0,False,False,False,True,0,0.05,5.0
13861,0.464142728,72,0,0.758258036,6750.0,12,0,2,0,1.0,3839.026958384395,0,False,False,False,True,0,0.05,5.0
63331,0.875708097,51,0,0.476633341,4300.0,4,0,2,0,0.0,2912.0296018021445,0,False,False,True,False,0,0.08,8.0
64570,0.201643195,29,0,5.0,5400.0,22,0,1,0,0.0,900.0,0,False,False,False,False,0,0.11,11.0
9918,0.195717732,29,0,0.743221035,2433.0,7,0,1,0,0.0,1395.6921991823028,0,False,False,False,False,0,0.02,2.0
137356,0.265119149,61,0,0.738659794,5819.0,16,0,2,0,1.0,3346.830714140273,0,False,False,False,True,0,0.03,3.0
109292,0.079630419,56,0,0.175329845,17583.0,10,0,2,0,1.0,14960.055745032152,0,False,False,True,False,0,0.0,0.0
42490,0.007510337,40,0,0.225539856,3750.0,8,0,1,0,3.0,3059.876006186779,0,True,False,False,False,0,0.01,1.0
143080,0.755365837,40,0,0.960548075,4232.0,13,0,2,0,2.0,2158.580069504289,0,True,False,False,False,0,0.12,12.0
17696,0.899154765,52,0,0.304814004,4569.0,6,0,1,0,2.0,3501.64850008768,0,False,False,True,False,0,0.21,21.0
117173,0.054527571,59,0,0.033325399,4200.0,4,0,0,0,0.0,4064.547338200094,0,False,False,True,False,0,0.0,0.0
97758,0.065792396,52,0,0.38227983,5631.0,22,0,1,0,2.0,4073.704815616097,0,False,False,True,False,0,0.01,1.0
11071,0.092963568,51,0,0.00789177,11530.0,4,0,0,0,3.0,11439.720358069795,0,False,False,True,False,0,0.0,0.0
37071,0.9999999,32,0,0.0,5400.0,0,1,0,0,0.0,5400.0,0,True,False,False,False,0,0.33775000000000005,34.0
50500,0.031322573,60,0,0.075181546,2340.0,39,0,0,0,0.0,2176.3766395596226,0,False,False,True,False,0,0.09,9.0
11057,0.0,69,0,5.0,5400.0,9,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
90637,0.0,54,0,0.762059485,4000.0,8,0,4,0,0.0,2270.0709221516436,0,False,False,True,False,0,0.03,3.0
27081,0.122508779,52,0,0.188900925,12000.0,7,0,2,0,2.0,10093.355760489461,0,False,False,True,False,0,0.01,1.0
77057,0.050189962,63,0,5.0,0.0,3,0,1,0,1.0,0.0,0,False,False,False,True,0,0.01,1.0
17594,0.555331565,46,0,5.0,5400.0,8,0,0,0,0.0,900.0,0,False,True,False,False,0,0.05,5.0
92082,0.046265896,65,0,0.6555687,5916.0,9,0,1,0,1.0,3573.394447478984,0,False,False,False,True,0,0.01,1.0
17703,0.9832951,54,3,0.587388348,7500.0,10,0,2,0,0.0,4724.7417492067925,1,False,False,True,False,0,0.25,25.0
125340,0.538678302,42,0,0.413554343,4765.0,13,0,1,0,2.0,3370.935134964245,0,False,True,False,False,0,0.07,7.0
106275,0.016486355,80,0,0.201840781,23250.0,15,0,1,0,0.0,19345.32457839771,0,False,False,False,True,0,0.01,1.0
42947,0.9999999,23,0,0.089385475,1789.0,0,1,0,0,0.0,1642.2102561997165,0,False,False,False,False,1,0.42,42.0
98092,0.053483228,80,0,0.11021702,4100.0,6,0,1,0,0.0,3692.9716678276113,0,False,False,False,True,0,0.0,0.0
1091,0.9999999,41,0,5.0,5400.0,1,2,0,1,0.0,900.0,0,False,True,False,False,1,0.47,47.0
9920,0.286846898,41,0,0.707905315,13433.0,7,0,3,0,2.0,7865.190114476574,0,False,True,False,False,0,0.07,7.0
94481,0.301963091,52,0,0.399239544,7100.0,8,0,1,0,1.0,5074.18478161592,0,False,False,True,False,0,0.02,2.0
132795,0.611469595,33,0,0.93135436,4850.0,8,0,2,0,0.0,2511.1911622474086,0,True,False,False,False,0,0.13,13.0
101233,0.017999561,71,0,0.130928461,21400.0,6,0,2,0,1.0,18922.505479327574,0,False,False,False,True,0,0.01,1.0
45179,0.149845318,59,0,0.250125733,5964.0,11,0,1,0,0.0,4770.720130436672,0,False,False,True,False,0,0.01,1.0
50983,0.416496918,45,0,0.144329897,6595.0,3,0,0,0,1.0,5763.1981977309115,0,False,True,False,False,0,0.01,1.0
56694,0.061210322,54,0,0.142233857,4583.0,7,0,1,0,0.0,4012.313215821618,0,False,False,True,False,0,0.01,1.0
143219,0.066960899,70,0,5.0,5400.0,1,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
122894,0.9999999,53,0,0.927004465,5150.0,6,0,1,0,0.0,2672.5418096008407,0,False,False,True,False,0,0.08,8.0
60980,0.511972934,38,0,0.413395952,8942.0,16,0,1,0,2.0,6326.606487974433,0,True,False,False,False,0,0.07,7.0
103251,0.736625514,31,0,0.185165702,1900.0,3,0,0,0,1.0,1603.1513541049133,0,True,False,False,False,0,0.07,7.0
109856,0.011742313,81,0,0.001856878,7000.0,4,0,0,0,0.0,6987.025945236861,0,False,False,False,True,0,0.0,0.0
53898,0.888634065,47,0,0.392288617,12500.0,14,0,2,0,0.0,8978.023555873115,0,False,True,False,False,0,0.02,2.0
103994,1.002173441,25,2,0.096737908,8000.0,4,0,0,0,0.0,7294.3589727729195,1,False,False,False,False,1,0.23,23.0
145681,0.027785327,65,1,5.0,5400.0,20,0,1,0,0.0,900.0,1,False,False,False,True,0,0.01,1.0
98332,0.456514495,45,0,0.410894875,11766.0,5,0,3,0,2.0,8339.38814895759,0,False,True,False,False,0,0.04,4.0
122690,0.975195342,57,0,1.363782051,4367.0,8,1,2,0,1.0,1847.4630510679006,0,False,False,True,False,0,0.37,37.0
139696,0.031669031,49,0,1.188663746,3651.0,10,0,3,0,0.0,1668.141123401237,0,False,True,False,False,0,0.04,4.0
125522,1.430784608,24,0,0.497085762,1200.0,2,4,0,1,1.0,801.5572858009721,0,False,False,False,False,0,0.53,53.0
83245,0.9999999,53,0,0.331884373,4600.0,1,0,1,0,2.0,3453.7532636100686,0,False,False,True,False,0,0.09,9.0
121740,0.250690052,54,0,0.389905678,16008.0,9,0,2,0,0.0,11517.328300316507,0,False,False,True,False,0,0.03,3.0
56703,0.9999999,28,1,0.0,2228.0,0,0,0,0,1.0,2228.0,1,False,False,False,False,0,0.17,17.0
11701,0.048937911,61,0,0.00959808,5000.0,2,0,0,0,0.0,4952.465836702067,0,False,False,False,True,0,0.0,0.0
56728,0.575052451,70,2,0.27410004,7416.0,10,0,1,0,0.0,5820.579049663949,1,False,False,False,True,0,0.17,17.0
74192,0.0,54,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,False,True,False,1,0.0,0.0
99212,0.12244089,36,0,0.4145539,5166.0,11,0,1,0,0.0,3652.034751026454,0,True,False,False,False,0,0.04,4.0
46519,0.253395615,80,0,0.446865037,7527.0,11,0,4,0,0.0,5202.2820425648315,0,False,False,False,True,0,0.07,7.0
23417,0.874520913,36,0,0.999107939,1120.0,5,0,1,0,2.0,560.2498885379096,0,True,False,False,False,0,0.08,8.0
135743,0.042449566,52,1,1.220819376,3880.0,14,0,3,1,0.0,1747.102912524301,1,False,False,True,False,0,0.17,17.0
53873,0.0,40,0,0.329934013,5000.0,9,0,1,0,1.0,3759.5850253662175,0,True,False,False,False,0,0.01,1.0
23571,0.00249975,94,0,0.0,5400.0,2,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
93734,0.015533493,51,0,0.341898721,9300.0,13,0,2,0,1.0,6930.478324824337,0,False,False,True,False,0,0.01,1.0
135593,0.130987057,42,0,0.214309521,9000.0,11,0,1,0,2.0,7411.6193971602725,0,False,True,False,False,0,0.03,3.0
142294,0.0,57,1,0.279113753,3700.0,8,0,1,0,0.0,2892.6277989913847,1,False,False,True,False,1,0.0,0.0
60906,0.013649318,28,0,0.302424394,4000.0,6,0,2,0,0.0,3071.195547647275,0,False,False,False,False,0,0.0,0.0
36711,0.9999999,34,0,0.640830318,5250.0,4,0,2,0,2.0,3199.599582240289,0,True,False,False,False,0,0.18,18.0
97665,0.677118837,39,1,0.074308564,3000.0,8,0,0,1,2.0,2792.4937960375414,1,True,False,False,False,0,0.16,16.0
9994,0.024152168,46,1,0.427232465,9708.0,12,0,2,0,3.0,6801.975318015206,1,False,True,False,False,0,0.02,2.0
141759,0.085571438,37,0,0.211221977,7716.0,9,0,2,0,3.0,6370.426021422825,0,True,False,False,False,0,0.0,0.0
46354,0.260655225,55,1,0.234642658,12550.0,20,0,1,0,1.0,10164.88448595302,1,False,False,True,False,0,0.04,4.0
32306,0.007687632,55,0,0.099505999,4250.0,13,0,0,0,5.0,3865.372270697361,0,False,False,True,False,0,0.03,3.0
75227,0.010599697,70,0,0.14737124,11202.0,7,0,1,0,0.0,9763.187022188215,0,False,False,False,True,0,0.0,0.0
112506,0.130231093,36,0,0.578526381,6500.0,8,0,2,0,0.0,4117.764567154231,0,True,False,False,False,0,0.0,0.0
10120,1.047301799,42,1,0.653272845,1542.0,6,1,0,0,1.0,932.6954136236357,1,False,True,False,False,0,0.36,36.0
123869,0.952698201,30,0,0.619504396,1250.0,2,0,0,0,0.0,771.8410663702823,0,False,False,False,False,0,0.09,9.0
65799,0.017554814,62,0,5.0,5400.0,18,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
75568,0.9999999,32,0,0.0,3200.0,0,0,0,0,0.0,3200.0,0,True,False,False,False,0,0.12,12.0
17911,0.017031709,80,0,0.207117153,2500.0,4,0,0,0,0.0,2071.0500167998193,0,False,False,False,True,0,0.0,0.0
142957,0.440132941,42,0,0.126258233,8046.0,7,0,0,0,1.0,7144.009929736958,0,False,True,False,False,0,0.07,7.0
64328,0.006644518,41,0,5.0,5400.0,4,2,0,1,0.0,900.0,0,False,True,False,False,0,0.61,61.0
47513,0.114859009,31,0,0.578855286,4000.0,7,0,1,0,0.0,2533.4810830788197,0,True,False,False,False,0,0.08,8.0
141572,0.06532042,52,0,0.00973607,17049.0,5,0,0,0,3.0,16884.61025265741,0,False,False,True,False,0,0.01,1.0
62107,0.737332424,27,0,5.0,1.0,4,0,0,0,0.0,0.16666666666666666,0,False,False,False,False,0,0.04,4.0
125686,0.9999999,55,0,0.0,2600.0,0,0,0,0,1.0,2600.0,0,False,False,True,False,0,0.12,12.0
97315,0.36109244,62,0,0.18985401,15000.0,8,0,1,0,0.0,12606.588601571382,0,False,False,False,True,0,0.0,0.0
9339,0.9999999,62,0,5.0,5400.0,6,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
114729,0.046623057,47,0,5.0,5400.0,8,0,1,0,0.0,900.0,0,False,True,False,False,0,0.0,0.0
25084,0.249149365,37,0,0.031930767,3350.0,4,0,0,0,1.0,3246.3418158749405,0,True,False,False,False,0,0.04,4.0
45717,0.012748662,31,0,0.298015222,6700.0,13,0,2,0,0.0,5161.72683219889,0,True,False,False,False,0,0.01,1.0
66594,0.112053652,61,0,0.146024215,12223.0,7,0,1,0,4.0,10665.568702664805,0,False,False,False,True,0,0.0,0.0
104403,0.31713555,40,0,0.371750342,9500.0,13,0,2,0,1.0,6925.458451972451,0,True,False,False,False,0,0.01,1.0
5066,0.003870864,48,0,0.127621483,7819.0,8,0,0,0,1.0,6934.064416011131,0,False,True,False,False,0,0.0,0.0
123893,0.295608632,72,1,1.167916042,2000.0,21,0,1,0,0.0,922.5449515816629,1,False,False,False,True,0,0.03,3.0
86521,0.789595895,54,0,0.47961852,6500.0,8,0,1,0,0.0,4393.024223568113,0,False,False,True,False,0,0.02,2.0
50405,0.746523418,60,0,0.243920413,9498.0,12,0,1,0,0.0,7635.53672786299,0,False,False,True,False,0,0.03,3.0
27236,0.041349499,50,0,0.476497696,5424.0,9,0,2,0,1.0,3673.55805206756,0,False,True,False,False,0,0.01,1.0
107541,0.999333777,49,1,0.102389878,8535.0,5,0,1,0,0.0,7742.269926756348,1,False,True,False,False,1,0.1,10.0
118838,0.0,34,0,0.228580719,6150.0,8,0,1,0,1.0,5005.776099925918,0,True,False,False,False,0,0.0,0.0
65722,0.795840832,26,0,0.259600614,650.0,2,0,0,0,0.0,516.0365855458372,0,False,False,False,False,0,0.15,15.0
82330,0.9999999,47,0,5.0,5400.0,0,0,0,1,0.0,900.0,0,False,True,False,False,1,0.4566666666666667,46.0
102659,0.021332622,61,0,0.438140465,4000.0,6,0,1,0,0.0,2781.369481874637,0,False,False,False,True,0,0.0,0.0
149031,0.115663772,53,0,0.542645735,10000.0,10,0,4,0,1.0,6482.369719188962,0,False,False,True,False,0,0.02,2.0
40271,0.036254696,62,0,0.189807299,14166.0,13,0,1,0,0.0,11906.129683274032,0,False,False,False,True,0,0.02,2.0
101857,0.159371985,57,0,5.0,5400.0,3,0,0,0,0.0,900.0,0,False,False,True,False,0,0.01,1.0
39243,0.007129016,78,0,0.003434951,2328.0,4,0,0,0,0.0,2320.030807856522,0,False,False,False,True,0,0.0,0.0
114302,0.023173553,62,0,5.0,5400.0,12,0,1,0,2.0,900.0,0,False,False,False,True,0,0.0,0.0
17246,0.9999999,33,0,5.0,5400.0,5,0,0,0,2.0,900.0,0,True,False,False,False,0,0.06,6.0
5980,0.415073116,44,0,0.170943019,3000.0,4,0,0,0,2.0,2562.037564015743,0,False,True,False,False,0,0.01,1.0
14613,0.0,47,0,0.963678774,3000.0,12,0,3,0,0.0,1527.7447817440227,0,False,True,False,False,0,0.06,6.0
99116,1.00419916,29,0,0.225606854,2100.0,9,0,0,0,2.0,1713.4368930348687,0,False,False,False,False,1,0.24,24.0
15742,0.0,77,1,0.596537629,4158.0,3,0,1,0,2.0,2604.3858437614062,1,False,False,False,True,0,0.09,9.0
27362,0.731003012,40,0,0.416867747,8702.0,12,0,1,0,2.0,6141.716485836558,0,True,False,False,False,0,0.03,3.0
80079,0.064197432,66,0,0.133510306,6403.0,4,0,0,0,1.0,5648.823805224405,0,False,False,False,True,0,0.0,0.0
65918,0.05161821,41,0,0.411185752,6400.0,7,0,2,0,2.0,4535.193181287165,0,False,True,False,False,0,0.01,1.0
104364,0.718218914,48,0,0.117654723,7674.0,6,0,0,0,0.0,6866.16344214205,0,False,True,False,False,0,0.02,2.0
73835,0.9999999,47,0,0.502832389,3000.0,6,0,2,0,1.0,1996.2305989400659,0,False,True,False,False,1,0.08,8.0
137608,0.08563883,36,0,0.021378709,4583.0,7,0,0,0,0.0,4487.0721894008075,0,True,False,False,False,0,0.01,1.0
121832,0.273695285,67,0,0.477576975,5975.0,11,0,4,0,0.0,4043.7825582657038,0,False,False,False,True,0,0.03,3.0
119282,0.007169077,86,0,0.00245605,7735.0,7,0,0,0,0.0,7716.048997858809,0,False,False,False,True,0,0.02,2.0
39002,0.350125553,67,0,5.0,5400.0,6,0,0,0,2.0,900.0,0,False,False,False,True,0,0.01,1.0
119725,0.33957044,38,0,0.293080768,3800.0,9,0,1,0,0.0,2938.718210060023,0,True,False,False,False,0,0.0,0.0
21620,0.914443422,59,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,False,True,False,0,0.0,0.0
26217,0.062925831,59,1,0.284108788,4448.0,10,0,1,0,1.0,3463.880974545593,1,False,False,True,False,0,0.08,8.0
60222,0.016096056,66,0,0.18479472,11666.0,9,0,2,0,0.0,9846.431456075361,0,False,False,False,True,0,0.0,0.0
69608,0.013102508,35,0,0.255591376,9925.0,16,0,2,0,2.0,7904.641740705935,0,True,False,False,False,0,0.01,1.0
75360,0.071505824,66,0,0.204191778,11116.0,11,0,2,0,1.0,9231.087774459127,0,False,False,False,True,0,0.0,0.0
76577,0.166834158,58,0,0.319575586,10272.0,15,0,2,0,2.0,7784.3210415382755,0,False,False,True,False,0,0.02,2.0
27693,0.597261749,61,0,0.095484086,6000.0,10,0,0,1,0.0,5477.030727035135,0,False,False,False,True,0,0.14,14.0
82200,0.104617858,53,0,0.32504486,3900.0,15,0,0,0,2.0,2943.2965763891193,0,False,False,True,False,0,0.02,2.0
66871,0.9999999,22,98,0.0,5400.0,0,98,0,98,0.0,5400.0,1,False,False,False,False,0,0.11275070680953031,11.0
146572,0.227749592,60,0,0.337518054,9000.0,21,0,0,0,2.0,6728.881134041126,0,False,False,True,False,0,0.02,2.0
144143,0.126301337,61,0,0.855280313,2300.0,14,0,1,0,0.0,1239.7048488488974,0,False,False,False,True,0,0.02,2.0
15600,0.054302606,44,0,0.482233503,6500.0,13,0,3,0,1.0,4385.273971236096,0,False,True,False,False,0,0.01,1.0
44037,0.0,84,0,0.183877415,1500.0,7,0,0,0,0.0,1267.0230726548662,0,False,False,False,True,0,0.0,0.0
13462,0.560117541,46,0,0.146713322,4000.0,7,0,0,0,0.0,3488.230164644411,0,False,True,False,False,0,0.02,2.0
146109,0.318037332,64,0,2.236508994,1500.0,19,0,1,0,0.0,463.4623301776,0,False,False,False,True,0,0.13,13.0
76792,0.9999999,29,0,5.0,5400.0,2,0,1,0,0.0,900.0,0,False,False,False,False,0,0.0,0.0
8952,0.333040658,45,0,0.507338358,10083.0,12,0,4,0,4.0,6689.274472772356,0,False,True,False,False,0,0.03,3.0
12038,0.00819821,54,0,0.123113208,8479.0,7,0,1,0,0.0,7549.550605943903,0,False,False,True,False,0,0.0,0.0
106542,0.146894191,32,0,0.398255129,4240.0,11,0,1,0,0.0,3032.3507577850623,0,True,False,False,False,0,0.03,3.0
95159,0.010512551,67,0,0.229689188,8332.0,8,0,1,0,1.0,6775.695908615243,0,False,False,False,True,0,0.0,0.0
14247,0.837194785,53,2,0.458878994,3817.0,8,0,0,0,1.0,2616.3924600315413,1,False,False,True,False,0,0.28,28.0
122523,0.175948775,63,0,0.225195633,10350.0,10,0,0,0,1.0,8447.630501797585,0,False,False,False,True,0,0.02,2.0
48763,0.0,36,0,0.069379238,1916.0,3,0,0,0,0.0,1791.6936591955791,0,True,False,False,False,0,0.01,1.0
40357,0.0,24,1,0.114494519,820.0,3,0,0,1,0.0,735.7595627619233,1,False,False,False,False,0,0.36,36.0
52560,0.9999999,27,0,5.0,5400.0,0,1,0,0,0.0,900.0,0,False,False,False,False,0,0.4705,47.0
123968,0.174926106,60,0,0.473364262,6250.0,16,0,2,0,0.0,4241.992398754138,0,False,False,True,False,0,0.01,1.0
129786,0.806306681,32,0,0.131635325,4200.0,4,0,0,0,0.0,3711.442995118591,0,True,False,False,False,0,0.04,4.0
108682,0.771231775,62,1,0.647740904,2500.0,6,0,0,0,1.0,1517.2288276215543,1,False,False,False,True,0,0.12,12.0
5131,0.917344354,30,1,0.235546039,1400.0,6,0,0,0,0.0,1133.1022526146435,1,False,False,False,False,0,0.13,13.0
142906,0.0,85,0,0.0,5400.0,4,0,0,0,0.0,5400.0,0,False,False,False,True,0,0.0,0.0
391,0.9999999,60,0,0.0,4200.0,0,0,0,0,0.0,4200.0,0,False,False,True,False,0,0.044000000000000004,4.0
38420,0.006666296,34,0,5.0,5400.0,8,0,0,0,0.0,900.0,0,True,False,False,False,0,0.0,0.0
71379,0.134714611,50,0,0.617953321,8354.0,8,0,4,0,2.0,5163.313361127555,0,False,True,False,False,0,0.06,6.0
35325,0.202052437,70,0,0.956668923,2953.0,12,0,1,0,1.0,1509.197578235365,0,False,False,False,True,0,0.06,6.0
55822,0.08639977,40,0,0.013741049,5166.0,2,0,0,0,0.0,5095.975944839143,0,True,False,False,False,0,0.0,0.0
82700,0.187742616,50,2,0.583714768,4150.0,11,0,1,0,1.0,2620.4213560759067,1,False,True,False,False,0,0.07,7.0
94340,0.006437004,63,0,0.298396772,9168.0,15,0,1,0,0.0,7061.015706222042,0,False,False,False,True,0,0.0,0.0
147266,0.326391283,39,0,5.0,1.0,6,0,1,0,2.0,0.16666666666666666,0,True,False,False,False,0,0.0,0.0
119970,0.050780023,41,0,0.359870898,1858.0,6,0,0,0,1.0,1366.3061712200858,0,False,True,False,False,0,0.0,0.0
36816,0.0,34,0,0.187077385,1330.0,6,0,0,0,2.0,1120.3987345778642,0,True,False,False,False,0,0.02,2.0
36178,0.0,69,0,5.0,5400.0,7,0,1,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
98670,0.018679626,79,0,0.005510726,5080.0,5,0,0,0,0.0,5052.158936393086,0,False,False,False,True,0,0.0,0.0
113095,0.0,58,0,0.822290361,7500.0,7,0,4,0,0.0,4115.699759221851,0,False,False,True,False,0,0.03,3.0
32579,0.146754916,75,0,0.21881103,12800.0,7,0,1,0,0.0,10502.038203576154,0,False,False,False,True,0,0.01,1.0
123918,0.046865104,92,0,0.007998546,5500.0,5,0,0,0,1.0,5456.357076927768,0,False,False,False,True,0,0.0,0.0
13879,0.915883244,58,1,0.961737565,4442.0,9,0,2,0,0.0,2264.3191827750925,1,False,False,True,False,0,0.13,13.0
126017,0.013345641,75,0,0.002228274,4038.0,2,0,0,0,0.0,4029.022234509421,0,False,False,False,True,0,0.0,0.0
115385,0.014174214,62,0,5.0,5400.0,8,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
108950,0.0,34,0,0.350481955,8921.0,5,0,2,0,0.0,6605.789856703416,0,True,False,False,False,0,0.0,0.0
80376,0.0,62,0,5.0,5400.0,14,0,0,0,0.0,900.0,0,False,False,False,True,0,0.0,0.0
22059,0.142697488,45,0,0.559491501,7000.0,8,0,1,0,2.0,4488.6426091526355,0,False,True,False,False,0,0.02,2.0
31769,0.017310541,57,0,0.312468753,10000.0,24,0,1,0,0.0,7619.229011846805,0,False,False,True,False,0,0.0,0.0
95657,0.068447583,57,0,0.25646886,12250.0,13,0,1,1,2.0,9749.545245395098,0,False,False,True,False,0,0.06,6.0
107520,0.015943095,67,0,0.002358268,10600.0,2,0,0,0,0.0,10575.061171640877,0,False,False,False,True,0,0.0,0.0
60912,0.740524781,52,0,0.015273535,3600.0,2,0,0,0,0.0,3545.842451216854,0,False,False,True,False,0,0.09,9.0
136620,0.089071304,58,0,0.262595185,13000.0,12,0,2,0,1.0,10296.253426627793,0,False,False,True,False,0,0.0,0.0
46055,0.9999999,37,0,0.219102472,4166.0,5,0,0,0,2.0,3417.2681096819238,0,True,False,False,False,0,0.08,8.0
55838,0.872444272,53,0,0.168250833,8100.0,10,0,0,0,4.0,6933.442520387229,0,False,False,True,False,0,0.07,7.0
86868,0.200989422,48,2,0.324082055,5800.0,9,0,2,0,2.0,4380.393177369963,1,False,True,False,False,0,0.04,4.0
